Using cuda device
Find 9524 files.
Reading 9524 files...
Read 989 sequences.
VQVAE(
  (egru): GRU(89, 96)
  (gru): GRU(96, 96)
  (relu): LeakyReLU(negative_slope=0.01)
  (dgru): GRU(96, 96)
  (linear): Linear(in_features=96, out_features=96, bias=True)
  (vq_layer): VectorQuantizer()
)
Start trainning...
Epoch 1
-----------------
vq_loss:  tensor(0., device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0960, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4153e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0366, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1212e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0395, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4821e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0443, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.9430e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0364, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2364e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0358, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1257e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0372, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3422e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0364, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1801e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0360, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.9456e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0377, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6536e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0373, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3308e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0382, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3378e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0365, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3545e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0362, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3562e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0380, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3403e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4946e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0343, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.0268e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0370, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1721e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0388, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3047e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0361, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2590e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0333, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.7298e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0356, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.0161e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0369, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4425e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0389, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3366e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0384, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1805e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0351, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4605e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0376, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4236e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0376, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2597e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0432, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4732e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0351, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6308e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0356, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3387e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0352, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2717e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0388, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7825e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0368, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2807e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0354, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3421e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3731e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0344, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5245e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0389, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4597e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0348, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1945e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0384, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4874e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0368, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2409e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0365, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2909e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0355, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3045e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0325, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5719e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0428, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6711e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0368, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7477e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0341, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.9780e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.9642e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0373, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2091e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0363, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5775e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0402, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3507e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0359, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6403e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0355, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4492e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0369, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2874e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0364, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6321e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0358, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6499e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0373, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7564e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0384, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2956e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0354, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.0870e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0385, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1266e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4710e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0480, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7937e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0410, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8163e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0409, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7592e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0356, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5056e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0381, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5048e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0388, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5588e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0381, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5697e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1974e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0335, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5577e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0368, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5199e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0383, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5984e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0384, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1848e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5876e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0371, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1730e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0339, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2212e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0353, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1206e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0346, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3791e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0351, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4476e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0334, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4709e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0359, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5037e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0359, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4966e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0360, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4299e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0333, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9389e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2922e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0360, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5115e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0393, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5014e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0407, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3840e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0330, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1623e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0344, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6067e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0332, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3978e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0363, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7747e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4764e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0377, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3541e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1735e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0344, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2356e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0363, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2706e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0353, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1564e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0340, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8103e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0349, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4698e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0342, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5604e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0335, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4576e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0359, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5990e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0349, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3555e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0382, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7204e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0330, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3917e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0345, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2815e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0381, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5332e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0363, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6145e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0365, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4152e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0354, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4513e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3409e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0357, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8172e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6803e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0335, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6069e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0352, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4770e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0372, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7011e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0335, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2632e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0373, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6540e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0331, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6866e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6310e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0355, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4907e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3207e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0369, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6871e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0372, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7494e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0329, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.9934e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0327, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4136e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0359, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4660e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0537, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7206e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0357, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7633e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0367, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5824e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0357, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6229e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0339, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9401e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8965e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6476e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0344, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7128e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0377, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6819e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0375, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4761e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0337, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7605e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0349, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4987e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0339, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2280e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0342, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4855e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0341, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.6541e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.2729e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0347, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5555e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0372, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.5512e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0344, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3033e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0388, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.1876e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0344, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3781e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0398, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(3.9815e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0407, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3437e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0366, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4880e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0345, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9224e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.4048e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0360, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3751e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0365, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3335e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.0886e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0354, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8214e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0346, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1844e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0429, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7992e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0327, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9946e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0346, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.7166e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0375, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.3377e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0336, device='cuda:0', grad_fn=<MeanBackward0>)
